"Category","Folder","Asset ID / Code","Asset Name","Filename","CDN URL","GitHub Raw URL","Google Sheets Image Formula"
"Hero Circle Photo","hero","119","Novaria","119_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/119_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/119_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/119_CIRCLE.png"")"
"Hero Circle Photo","hero","11","Bane","11_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/11_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/11_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/11_CIRCLE.png"")"
"Hero Circle Photo","hero","120","Arlott","120_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/120_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/120_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/120_CIRCLE.png"")"
"Hero Circle Photo","hero","121","Ixia","121_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/121_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/121_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/121_CIRCLE.png"")"
"Hero Circle Photo","hero","122","Nolan","122_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/122_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/122_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/122_CIRCLE.png"")"
"Hero Circle Photo","hero","123","Cici","123_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/123_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/123_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/123_CIRCLE.png"")"
"Hero Circle Photo","hero","124","Chip","124_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/124_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/124_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/124_CIRCLE.png"")"
"Hero Circle Photo","hero","125","Zhuxin","125_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/125_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/125_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/125_CIRCLE.png"")"
"Hero Circle Photo","hero","126","Suyou","126_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/126_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/126_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/126_CIRCLE.png"")"
"Hero Circle Photo","hero","127","Lukas","127_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/127_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/127_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/127_CIRCLE.png"")"
"Hero Circle Photo","hero","128","Kalea","128_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/128_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/128_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/128_CIRCLE.png"")"
"Hero Circle Photo","hero","129","Zetian","129_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/129_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/129_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/129_CIRCLE.png"")"
"Hero Circle Photo","hero","12","Bruno","12_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/12_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/12_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/12_CIRCLE.png"")"
"Hero Circle Photo","hero","130","Obsidia","130_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/130_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/130_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/130_CIRCLE.png"")"
"Hero Circle Photo","hero","131","Sora","131_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/131_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/131_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/131_CIRCLE.png"")"
"Hero Circle Photo","hero","132","Marcel","132_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/132_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/132_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/132_CIRCLE.png"")"
"Hero Circle Photo","hero","133","Hero 133","133_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/133_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/133_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/133_CIRCLE.png"")"
"Hero Circle Photo","hero","13","Clint","13_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/13_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/13_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/13_CIRCLE.png"")"
"Hero Circle Photo","hero","14","Rafaela","14_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/14_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/14_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/14_CIRCLE.png"")"
"Hero Circle Photo","hero","15","Eudora","15_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/15_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/15_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/15_CIRCLE.png"")"
"Hero Circle Photo","hero","16","Zilong","16_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/16_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/16_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/16_CIRCLE.png"")"
"Hero Circle Photo","hero","17","Fanny","17_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/17_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/17_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/17_CIRCLE.png"")"
"Hero Circle Photo","hero","18","Layla","18_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/18_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/18_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/18_CIRCLE.png"")"
"Hero Circle Photo","hero","19","Minotaur","19_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/19_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/19_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/19_CIRCLE.png"")"
"Hero Circle Photo","hero","1","Miya","1_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/1_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/1_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/1_CIRCLE.png"")"
"Hero Circle Photo","hero","20","Lolita","20_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/20_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/20_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/20_CIRCLE.png"")"
"Hero Circle Photo","hero","21","Hayabusa","21_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/21_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/21_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/21_CIRCLE.png"")"
"Hero Circle Photo","hero","22","Freya","22_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/22_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/22_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/22_CIRCLE.png"")"
"Hero Circle Photo","hero","23","Gord","23_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/23_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/23_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/23_CIRCLE.png"")"
"Hero Circle Photo","hero","24","Natalia","24_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/24_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/24_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/24_CIRCLE.png"")"
"Hero Circle Photo","hero","25","Kagura","25_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/25_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/25_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/25_CIRCLE.png"")"
"Hero Circle Photo","hero","26","Chou","26_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/26_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/26_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/26_CIRCLE.png"")"
"Hero Circle Photo","hero","27","Sun","27_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/27_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/27_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/27_CIRCLE.png"")"
"Hero Circle Photo","hero","28","Alpha","28_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/28_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/28_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/28_CIRCLE.png"")"
"Hero Circle Photo","hero","29","Ruby","29_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/29_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/29_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/29_CIRCLE.png"")"
"Hero Circle Photo","hero","2","Balmond","2_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/2_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/2_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/2_CIRCLE.png"")"
"Hero Circle Photo","hero","2","Balmond","2_CIRCLE1.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/2_CIRCLE1.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/2_CIRCLE1.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/2_CIRCLE1.png"")"
"Hero Circle Photo","hero","30","Yi Sun-shin","30_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/30_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/30_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/30_CIRCLE.png"")"
"Hero Circle Photo","hero","31","Moskov","31_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/31_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/31_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/31_CIRCLE.png"")"
"Hero Circle Photo","hero","32","Johnson","32_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/32_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/32_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/32_CIRCLE.png"")"
"Hero Circle Photo","hero","33","Cyclops","33_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/33_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/33_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/33_CIRCLE.png"")"
"Hero Circle Photo","hero","34","Estes","34_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/34_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/34_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/34_CIRCLE.png"")"
"Hero Circle Photo","hero","35","Hilda","35_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/35_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/35_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/35_CIRCLE.png"")"
"Hero Circle Photo","hero","36","Aurora","36_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/36_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/36_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/36_CIRCLE.png"")"
"Hero Circle Photo","hero","37","Lapu-Lapu","37_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/37_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/37_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/37_CIRCLE.png"")"
"Hero Circle Photo","hero","38","Vexana","38_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/38_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/38_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/38_CIRCLE.png"")"
"Hero Circle Photo","hero","39","Roger","39_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/39_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/39_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/39_CIRCLE.png"")"
"Hero Circle Photo","hero","3","Saber","3_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/3_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/3_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/3_CIRCLE.png"")"
"Hero Circle Photo","hero","40","Karrie","40_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/40_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/40_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/40_CIRCLE.png"")"
"Hero Circle Photo","hero","41","Gatotkaca","41_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/41_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/41_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/41_CIRCLE.png"")"
"Hero Circle Photo","hero","42","Harley","42_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/42_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/42_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/42_CIRCLE.png"")"
"Hero Circle Photo","hero","43","Irithel","43_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/43_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/43_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/43_CIRCLE.png"")"
"Hero Circle Photo","hero","44","Grock","44_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/44_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/44_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/44_CIRCLE.png"")"
"Hero Circle Photo","hero","45","Argus","45_CIRCLE.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/45_CIRCLE.png","https://raw.githubusercontent.com/Bokpau/mlbb-tool/main/hero/45_CIRCLE.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/hero/45_CIRCLE.png"")"
