"ID / Code","Name","Filename","CDN URL","Google Sheets Image Formula"
"132","Quantum Charge","132_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/132_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/132_RUNES.png"")"
"133","War Cry","133_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/133_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/133_RUNES.png"")"
"134","Temporal Reign","134_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/134_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/134_RUNES.png"")"
"20001","Physical Emblem","20001_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20001_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20001_RUNES.png"")"
"20003","Tank Emblem","20003_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20003_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20003_RUNES.png"")"
"20005","Assassin Emblem","20005_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20005_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20005_RUNES.png"")"
"20006","Mage Emblem","20006_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20006_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20006_RUNES.png"")"
"20007","Fighter Emblem","20007_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20007_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20007_RUNES.png"")"
"20008","Support Emblem","20008_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20008_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20008_RUNES.png"")"
"20012","Marksman Emblem","20012_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20012_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/20012_RUNES.png"")"
"311","Vitality","311_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/311_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/311_RUNES.png"")"
"321","Tenacity","321_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/321_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/321_RUNES.png"")"
"331","Concussive Blast","331_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/331_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/331_RUNES.png"")"
"511","Rupture","511_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/511_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/511_RUNES.png"")"
"521","Master Assassin","521_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/521_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/521_RUNES.png"")"
"531","Killing Spree","531_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/531_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/531_RUNES.png"")"
"611","Inspire","611_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/611_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/611_RUNES.png"")"
"621","Bargain Hunter","621_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/621_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/621_RUNES.png"")"
"631","Lethal Ignition","631_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/631_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/631_RUNES.png"")"
"711","Firmness","711_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/711_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/711_RUNES.png"")"
"721","Festival of Blood","721_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/721_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/721_RUNES.png"")"
"731","Brave Smite","731_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/731_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/731_RUNES.png"")"
"811","Agility","811_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/811_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/811_RUNES.png"")"
"821","Pull Yourself Together","821_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/821_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/821_RUNES.png"")"
"831","Focusing Mark","831_RUNES.png","https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/831_RUNES.png","=IMAGE(""https://cdn.jsdelivr.net/gh/Bokpau/mlbb-tool@main/Rune/831_RUNES.png"")"
